content,type
"At the age of nine, Pa drove me
to the river. The pastor & deacons
awaited. I donned a white robe,
transparent, self-conscious 
of my fresh nubs.

Father Jonas reached beneath me,
placed a hand over my nose & mouth.

I resisted.

He pushed me hard until my feet released
& rose to the surface, like a corpse.

I cried afterward, cold & clammy,
wet hair plaited back.

All the men thought I was full 
of the Holy Ghost.",Religion
"love, oh what is love?
flowers in so many shapes and hues
giving sweetness to butterflies and bees
in so many shapes and hues
in the field, a buzz, a joy, these insects
help create another world
another paradise, warm colourful flower garden
for lovers of the world
help spread cheers everywhere
with the sweetness the flowers
where the flowers are, the butterflies, the bees are
where there is love, joy spreads
wide as the field
just look at the butterflies and the bees
how they cheer up the field with their songs and dance",Love
"I love your lips when they’re wet with wine
    And red with a wild desire;
I love your eyes when the lovelight lies
    Lit with a passionate fire.
I love your arms when the warm white flesh
    Touches mine in a fond embrace;
I love your hair when the strands enmesh
    Your kisses against my face.

Not for me the cold, calm kiss
    Of a virgin’s bloodless love;
Not for me the saint’s white bliss,
    Nor the heart of a spotless dove.
But give me the love that so freely gives
    And laughs at the whole world’s blame,
With your body so young and warm in my arms,
    It sets my poor heart aflame.

So kiss me sweet with your warm wet mouth,
    Still fragrant with ruby wine,
And say with a fervor born of the South
    That your body and soul are mine.
Clasp me close in your warm young arms,
    While the pale stars shine above,
And we’ll live our whole young lives away
    In the joys of a living love.

",Love
"

The rising moon has hid the stars;
Her level rays, like golden bars,
       Lie on the landscape green,
       With shadows brown between.

And silver white the river gleams,
As if Diana, in her dreams,
       Had dropt her silver bow
       Upon the meadows low.

On such a tranquil night as this,
She woke Endymion with a kiss,
       When, sleeping in the grove,
       He dreamed not of her love.

Like Dian’s kiss, unasked, unsought,
Love gives itself, but is not bought;
       Her voice, nor sound betrays
       Its deep, impassioned gaze.

It comes,—the beautiful, the free,
The crown of all humanity,—
       In silence and alone
       To seek the elected one.

It lifts the boughs, whose shadows deep,
Are Life’s oblivion, the soul’s sleep,
       And kisses the closed eyes
       Of him, who slumbering lies.",Mythology
"We must set this story straight.
We must say there is another angle

to this foreign particle

lodged in my ribs like a small ivory
tiger or a Chinese lamp, the oil

coating my bones. Theseus,
you know you didn’t break me.

I was the one who came to you
with a magnifying glass,

needing my Oxford credits

for the University of Someone Wants Me:
my gold-sealed social stigma.

I made my own marks. & everyone
should know it—I have an A+

in the humors of you. I was
an Edison bulb in a child’s bedchamber,

a Spanish fan flirting with fire,

smoking as pity turned to shock
at mediocre parties where conversations

are weak with the ordinary.
My outfit betrayed me—you wept 

right through my clinical gloves
like a little boy

with a bad heart & a mean streak.

I monitored your ailments, but my logic 
was circular: What is man? What is

man? What is this man doing here
with me? No bright conclusion.

I was bad at doctoring the truth.
I was in it for myself. & the skull

I carried in my hand in case
anyone took record? Still on my fingers.
",Mythology
"Love to love,
Love to be loved.
Love a person,
Love a person inside and out.
To judge is to hurt,
To hurt is to not love.
Not to love is not to love yourself,
Not to love yourself is not to love other.
Not to love other is not to recieve love,
Not to recieve love hurts
Everyone in the end. ",Love
" Come to the greenwood tree,
      Come where the dark woods be,
      Dearest, O come with me!
  Let us rove—O my love—O my love!

      Come—‘tis the moonlight hour,
      Dew is on leaf and flower,
      Come to the linden bower,—
  Let us rove—O my love—O my love!

  Dark is the wood, and wide
  Dangers, they say, betide;
  But, at my Albert’s side,
  Nought I fear, O my love—O my love!

  Welcome the greenwood tree,
  Welcome the forest free,
  Dearest, with thee, with thee,
  Nought I fear, O my love—O my love!",Nature
"

It’s neither red
nor sweet.
It doesn’t melt
or turn over,
break or harden,
so it can’t feel
pain,
yearning,
regret.

It doesn’t have 
a tip to spin on,
it isn’t even
shapely—
just a thick clutch
of muscle,
lopsided,
mute. Still,
I feel it inside
its cage sounding
a dull tattoo:
I want, I want—

but I can’t open it:
there’s no key.
I can’t wear it
on my sleeve,
or tell you from
the bottom of it
how I feel. Here,
it’s all yours, now—
but you’ll have
to take me,
Too",Love
"Blow, blow, thou winter wind,
  Thou art not so unkind
      As man’s ingratitude;
  Thy tooth is not so keen,
  Because thou art not seen,
      Although thy breath be rude.
Heigh-ho! sing, heigh-ho! unto the green holly:
Most friendship is feigning, most loving mere folly:
  Then, heigh-ho, the holly!
      This life is most jolly.

  Freeze, freeze, thou bitter sky,
  That does not bite so nigh
      As benefits forgot:
  Though thou the waters warp,
  Thy sting is not so sharp
      As friend remembered not.
Heigh-ho! Sing . . .",Mythology
"I often said you didn’t exist
Because my eyes wouldn’t see
I may have given up on you lord
But you never gave up on me

When troubles happened in my life
I would hang my head and cry
You let these happen to me
And at times I wondered why",Religion
"Jesus is the light of my life
He leads me in a direction I know is right
He holds onto my hand and never lets go
He is the heart of my heart, soul of my soul

I no longer fear the things yet to be
For He will be there to protect me
No purer love than His can be found
I know He will never let me down",Religion
" High up in the apple tree climbing I go,
          With the sky above me, the earth below.
          Each branch is the step of a wonderful stair
          Which leads to the town I see shining up there.

          Climbing, climbing, higher and higher,
          The branches blow and I see a spire,
          The gleam of a turret, the glint of a dome,
          All sparkling and bright, like white sea foam.

          On and on, from bough to bough,
          The leaves are thick, but I push my way through;
          Before, I have always had to stop,
          But to-day I am sure I shall reach the top.

          Today to the end of the marvelous stair,
          Where those glittering pinacles flash in the air!
          Climbing, climbing, higher I go,
          With the sky close above me, the earth far below.",Nature
